datetime,path,label,description
2024-03-07_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-07_000000.npy,Low cloud mist/fog patches sharp showers,"Low cloud over parts of England, mainly the E, to start with today mist/fog patches over parts of England, mainly the E, to start with today sharp showers possible over Wales this afternoon"
2024-03-07_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-07_060000.npy,Low cloud mist/fog patches sharp showers,Low cloud over parts of England mist/fog patches over parts of England sharp showers possible over Wales this afternoon
2024-03-07_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-07_120000.npy,benign conditions cloudy sunniest unsettled,"Mostly benign conditions next couple of days Often cloudy Sunniest W/NW Scotland, and perhaps more generally S England tomorrow More unsettled in the south this weekend"
2024-03-07_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-07_180000.npy,benign conditions cloudy sunniest unsettled,"Mostly benign conditions next couple of days Often cloudy Sunniest W/NW Scotland, and perhaps more generally S England tomorrow More unsettled from the south this weekend"
2024-03-08_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-08_000000.npy,benign conditions cloudy sunniest unsettled,"benign conditions for many today and tomorrow Often cloudy sunniest W/NW Scotland, and perhaps more generally S England tomorrow More unsettled from the south overnight and into tomorrow"
2024-03-08_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-08_060000.npy,heavy rain,heavy rain in places
2024-03-08_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-08_120000.npy,heavy rain,heavy rain in places
2024-03-08_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-08_180000.npy,benign conditions heavy rain,"Mostly benign conditions becoming largely confined to the far NW heavy rain in places, though insufficient clear regional focus for a warning"
2024-03-09_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-09_000000.npy,Benign conditions unsettled heavy rain,Benign conditions becoming largely confined to the far NW More unsettled from the south overnight and through the weekend some heavy rain in places
2024-03-09_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-09_060000.npy,Benign conditions unsettled heavy rain,Benign conditions becoming largely confined to the far NW More unsettled from the south overnight and through the weekend some heavy rain in places
2024-03-09_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-09_120000.npy,rain heavy rain showers,rain at times for many areas this weekend heavy rain at times in the SW this evening slow-moving showers on Sunday
2024-03-09_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-09_180000.npy,rain heavy rain showers,rain at times for many areas this weekend heavy rain at times in the SW this evening slow-moving showers on Sunday
2024-03-10_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-10_000000.npy,rain heavy rain showers,rain at times for many areas today heavy rain at times in the SW this morning slow-moving showers this afternoon
2024-03-10_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-10_060000.npy,rain heavy showers temperatures,rain affecting many areas today heavy showers developing across the SW this afternoon subdued temperatures on Monday
2024-03-10_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-10_120000.npy,Organised rain showers wet and windy weather,Organised rain today a few showers on Monday Wet and windy weather returning on Tuesday
2024-03-10_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-10_180000.npy,Organised rain showers wet and windy weather,Organised rain now fading a few showers on Monday Wet and windy weather returning on Tuesday
2024-03-11_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-11_000000.npy,Low cloud wet and windy weather,Low cloud slow to lift for many today Wet and windy weather returning on Tuesday
2024-03-11_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-11_060000.npy,Low cloud wet and windier weather,Low cloud slow to lift for many today wet and windier weather returning for many on Tuesday
2024-03-11_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-11_120000.npy,wet and windier weather,wet and windier weather returning for many on Tuesday
2024-03-11_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-11_180000.npy,wet and windier weather milder,"Wet and windier weather returning for many Turning much milder, particularly England and Wales during Wednesday and Thursday"
2024-03-12_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-12_000000.npy,wet and windier weather milder,"Wet and windier weather returning for many Turning much milder, particularly England and Wales during Wednesday and Thursday"
2024-03-12_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-12_060000.npy,wet and windier weather milder,"Wet and windier weather returning for many Turning much milder, particularly England and Wales during Wednesday and Thursday"
2024-03-12_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-12_120000.npy,wet and windier weather surface water impacts,"Wet and windier weather returning for many, but much milder, particularly England and Wales during Wednesday and Thursday. Isolated surface water impacts possible NW Wales and NW England later Wednesday."
2024-03-12_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-12_180000.npy,gales Prolonged rain,gales for a time but looks sub -NSWWS Prolonged rain over some areas of higher ground NW England and NW Wales during Wednesday/Thursday and then over parts of Scotland/NI Thursday
2024-03-13_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-13_000000.npy,gales Prolonged rain,gales/sev gale s for a time Prolonged rain over some areas of higher ground NW England and NW Wales today/Thursday and then over parts of Scotland/NI Thursday
2024-03-13_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-13_060000.npy,gales Prolonged rain,gales/sev gale s for a time Prolonged rain over some areas of higher ground NW England and NW Wales today/Thursday and then over parts of Scotland/NI Thursday
2024-03-13_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-13_120000.npy,mild very mild windy gales sev gales prolonged rain,mild in much of England and Wales tonight/Thursday very mild in much of England and Wales tonight/Thursday windy for many today gales in the very far N of Scotland this afternoon/evening sev gales in the very far N of Scotland this afternoon/evening prolonged rain over some areas of higher ground NW England and NW Wales continuing overnight/Thursday and then over parts of Scotland/NI Thursday
2024-03-13_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-13_180000.npy,Prolonged rain,Prolonged rain over some areas of higher ground NW England /W Wales continuing overnight into Thursday and then developing over parts of Scotland/ NI Thursday
2024-03-14_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-14_000000.npy,Prolonged rain wettest weather,Prolonged rain over some areas of higher ground NW England /W Wales easing today Focus of wettest weather then shifting to Scotland/ NI Thursday
2024-03-14_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-14_060000.npy,rain heavy showers,Area of rain slow-moving across some N’ern areas Heavy showers/TS E/SE England for a time tomorrow
2024-03-14_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-14_120000.npy,rain heavy showers,"Area of rain slow-moving across some N’ern areas, persisting into Friday Heavy showers/TS E/SE England for a time overnight/tomorrow"
2024-03-14_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-14_180000.npy,rain heavy showers TS ridge,"Area of rain slow-moving across some N’ern areas, persisting into Friday Scope for some heavy showers/TS Scope for some heavy showers/TS Transient ridge arriving overnight Friday"
2024-03-15_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-15_000000.npy,rain heavy showers,"Area of rain slow-moving across N Scotland, persisting into Friday Scope for some heavy showers/TS"
2024-03-15_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-15_060000.npy,rain heavy showers warm front cold front,"Area of rain slow-moving across N’ern areas, persisting today, before weakening, whilst swinging SE overnight Scope for some heavy showers/TS Next warm front which pushes ENE through tomorrow Occluding cold front following"
2024-03-15_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-15_120000.npy,rain showers warm front cold front,Area of rain across NE’ern areas showers easing in response warm front which pushes ENE through tomorrow occluding cold front following late Sat/early Sun
2024-03-15_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-15_180000.npy,Transient ridge warm front cold front,Transient ridge tonight Next warm front pushes ENE through tomorrow timing of cold front late Sat/early Sun
2024-03-16_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-16_000000.npy,Transient ridge cold start warm front cold front,Transient ridge leading to cold start today cold start today Next warm front pushes ENE through today timing of cold front late Sat/early Sun
2024-03-16_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-16_060000.npy,Warm front cold front heavier rain heavier showers,Warm front moving ENE through today cold front late Sat/early Sun more persistent and locally heavier rain for longer over S Wales and SW England heavier showers developing across central/N/E England during Sunday afternoon
2024-03-16_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-16_120000.npy,Warm front cold front heavy rain heavier showers,Warm front continuing ENE through this evening cold front overnight and Sunday morning heavy rain over S Wales and SW England heavier showers developing across central/N/E England during Sunday afternoon
2024-03-16_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-16_180000.npy,Warm front cold front heavy rain heavier showers ridge bands of rain,"Warm front continuing ENE cold front overnight and Sunday morning heavy rain over S Wales and SW England heavier showers developing across central/N/E England during Sunday afternoon ridge follows Sunday night bands of rain, though many areas fine for a time Monday"
2024-03-17_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-17_000000.npy,rain heavier showers,"Areas of rain, locally heavy, clearing erratically E today A few heavier showers developing across central/N/E England during the afternoon"
2024-03-17_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-17_060000.npy,rain heavier showers,"Areas of rain, locally heavy, clearing erratically E today A few heavier showers developing across central/N/E England during the afternoon"
2024-03-17_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-17_120000.npy,temperature rain,temperature reached 17.3C at Exeter Airport this afternoon further bands of rain
2024-03-17_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-17_180000.npy,fine weather rain heaviest rain,fine weather at times areas of rain heaviest rain in the W and N
2024-03-18_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-18_000000.npy,fine weather rain heaviest rain,fine weather at times areas of rain heaviest rain in the W and N
2024-03-18_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-18_060000.npy,fine weather rain heaviest rain,fine weather at times areas of rain heaviest rain in the W and N
2024-03-18_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-18_120000.npy,rain dry weather,rain mainly W/NW plenty of dry weather elsewhere
2024-03-18_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-18_180000.npy,rain mild colder,rain mainly W/central slice of UK Very mild again Tuesday Colder end to week
2024-03-19_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-19_000000.npy,rain very mild colder,rain mainly W/central slice of UK Very mild again Tuesday Colder end to week
2024-03-19_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-19_060000.npy,rain very mild colder,rain mainly W/central slice of UK Very mild again Tuesday Colder end to week
2024-03-19_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-19_120000.npy,rain mild air colder,rain mainly W/central slice of UK Very mild air becoming more restricted to SE UK by Wednesday Colder end to week
2024-03-19_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-19_180000.npy,rain mild air colder windier,rain mainly W/central slice of UK Very mild air becoming more restricted to SE UK Colder end to the week Windier end to the week
2024-03-20_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-20_000000.npy,rain mild air colder windier,rain mainly W/central slice of UK Very mild air becoming more restricted to SE UK Colder end to the week Windier end to the week
2024-03-20_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-20_060000.npy,rain mild air colder windier,rain mainly W/central slice of UK Very mild air becoming more restricted to SE UK Colder end to the week Windier end to the week
2024-03-20_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-20_120000.npy,mild air windier,very mild air becoming more restricted to SE UK Turning colder and windier from Friday
2024-03-20_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-20_180000.npy,mild air windier,very mild air becoming more restricted to SE UK Turning colder and windier from Friday
2024-03-21_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-21_000000.npy,mild air windier,very mild air becoming more restricted to SE UK Turning colder and windier from Friday
2024-03-21_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-21_060000.npy,colder windier,Turning colder from Friday Turning windier from Friday
2024-03-21_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-21_120000.npy,colder windier,Turning colder from Friday Turning windier from Friday
2024-03-21_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-21_180000.npy,colder windier showery,Turning colder for the next couple of days Turning windier for the next couple of days Turning showery for the next couple of days
2024-03-22_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-22_000000.npy,colder windier showery,Turning colder for the next couple of days Turning windier for the next couple of days Turning showery for the next couple of days
2024-03-22_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-22_060000.npy,colder windier showery,Turning colder for the next couple of days Turning windier for the next couple of days Turning showery for the next couple of days
2024-03-22_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-22_120000.npy,colder windier showery,Turning colder for the next couple of days Turning windier for the next couple of days Turning showery for the next couple of days
2024-03-22_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-22_180000.npy,Colder windier showery,Colder for the next couple of days Windier for the next couple of days Showery for the next couple of days
2024-03-23_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-23_000000.npy,Colder windier showery,Colder today Windier today Showery today
2024-03-23_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-23_120000.npy,Showers,Showers easing overnight
2024-03-23_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-23_180000.npy,Showers,Showers easing overnight
2024-03-24_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-24_000000.npy,rain snow,rain SW UK on Monday/early Tuesday snow for upland N half of Scotland
2024-03-24_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-24_060000.npy,rain snow,rain SW UK on Monday combined rain/snow over NE parts of Scotland
2024-03-24_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-24_120000.npy,rain snow,rain SW UK on Monday combined rain/snow over NE parts of Scotland
2024-03-24_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-24_180000.npy,rain snow,rain SW UK on Monday combined rain/snow over E/NE parts of Scotland
2024-03-25_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-25_000000.npy,rain snow,rain SW UK on Monday combined rain/snow over E/NE parts of Scotland
2024-03-25_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-25_060000.npy,rain snow,rain SW UK on Monday combined rain/snow over E/NE parts of Scotland
2024-03-25_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-25_120000.npy,rain snow,rain SW UK this evening combined rain/snow over E/NE parts of Scotland
2024-03-25_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-25_180000.npy,rain sleet snow rainfall amounts,rain SW UK this evening Patchy sleet/snow tonight across E.Scotland further upland snow rainfall amounts mostly non-impactful
2024-03-26_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-26_000000.npy,Rain Deep convection hill snow Strong winds,Rain in E of NI late today/tonight Deep convection in S/W on Wednesday with hail risk for traffic hill snow in N early Wednesday Strong winds/ MTW in far NW late Tues/early Weds
2024-03-26_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-26_060000.npy,Rain Deep convection hill snow Strong winds,Rain in E of NI late r/into early Weds Deep convection in S/W on Wednesday with hail risk for traffic hill snow in N early Wednesday Strong winds/ MTW in far NW late today /early Weds
2024-03-26_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-26_120000.npy,heaviest rain heavy showers,"heaviest rain E of NI heavy showers, loc with hail/thunder Wednesday"
2024-03-26_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-26_180000.npy,heaviest rain heavy showers hail thunder,heaviest rain probably across E of NI heavy showers with loc hail/thunder Wednesday loc hail/thunder Wednesday loc hail/thunder Wednesday
2024-03-27_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-27_000000.npy,heaviest rain heavy showers hail thunder deep low centre south coast winds,"heaviest rain probably across E of NI heavy showers, with loc hail/thunder Wednesday hail Wednesday thunder Wednesday deep low centre push N into S areas Weds night/Thurs marginal for south coast winds given Easter factors"
2024-03-27_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-27_060000.npy,heavy showers heaviest rain rain transient snow heavy rain,heavy showers continuing N heaviest rain across E of NI rain across central swathe of UK transient snow risk on western flank heavy rain across E of NI on Thursday
2024-03-27_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-27_120000.npy,rain heavy showers snow hail thunder wind,"rain/heavy showers continuing N heaviest rain across E of NI transient snow risk on western flank heavy showers, with loc hail/thunder Wednesday NSWWS wind warning issued"
2024-03-27_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-27_180000.npy,rain snow risk gales severe gales strong gusts,area of rain across central swathe of UK transient snow risk on western flank gales S coast severe gales S coast strong gusts assw showers inland
2024-03-28_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-28_000000.npy,unsettled Frontal wave rain snow Deep low centre gales severe gales strong gusts showers,Very unsettled next few days Frontal wave moving into NI rain valid until 0300Z Friday for NI snow for Wales until 0700Z this morning Deep low centre comes E today gales S coast severe gales S coast strong gusts assw showers inland showers inland
2024-03-28_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-28_060000.npy,unsettled Frontal wave rain Deep low centre gales severe gales strong gusts showers,Very unsettled next few days Frontal wave moving into NI rain valid until 0300Z Friday for NI Deep low centre comes E today gales S coast severe gales S coast strong gusts assw showers inland showers inland
2024-03-28_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-28_120000.npy,heavy showers gales severe gales strong gusts,heavy showers to follow this evening gales S coast severe gales S coast strong gusts assw heavy showers inland
2024-03-28_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-28_180000.npy,Fog/ice risk Heavy showers/TS extent Heavy showers new frontal wave,Fog/ice risk parts of NI overnight Heavy showers/TS extent tomorrow Heavy showers for NI/Scotland Sat new frontal wave into SW Britain Sat evening
2024-03-29_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-29_000000.npy,Fog/ice risk Heavy showers/TS extent Heavy showers frontal wave,Fog/ice risk parts of NI first thing Heavy showers/TS extent today Heavy showers for NI/Scotland Sat new frontal wave into SW Britain Sat evening
2024-03-29_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-29_060000.npy,Heavy showers TS Fog low cloud,Heavy showers today TS today Fog developing Sat night low cloud developing Sat night
2024-03-29_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-29_120000.npy,Heavy showers Fog low cloud,Heavy showers at first Fog developing Sat night low cloud developing Sat night
2024-03-29_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-29_180000.npy,Heavy showers TS Fog low cloud,"Heavy showers in NI/Scotland Saturday TS in NI/Scotland Saturday Fog developing Saturday night, particularly in E’ern areas Low cloud developing Saturday night, particularly in E’ern areas"
2024-03-30_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-30_000000.npy,Heavy showers TS Fog low cloud,Heavy showers in NI/Scotland today TS in NI/Scotland today Fog developing in parts of the E Saturday night Low cloud developing in parts of the E Saturday night
2024-03-30_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-30_060000.npy,Heavy showers TS Fog low cloud,Heavy showers in NI/Scotland today TS in NI/Scotland today Fog developing in parts of the E Saturday night Low cloud developing in parts of the E Saturday night
2024-03-30_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-30_120000.npy,frontal wave trough Fog low cloud,New frontal wave into SW Britain this evening New trough into SW Britain this evening Fog developing in parts of the E Saturday night Low cloud developing in parts of the E Saturday night
2024-03-30_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-30_180000.npy,heavy rain gales Fog low cloud rain heavy showers,heavy rain/TS SW England tonight gales Isles of Scilly and W Cornwall soon easing Fog/low cloud developing in parts of the E Saturday night increasing low cloud for North Sea coasts of NE England and E Scotland through Sunday and overnight isolated impacts from rain during Monday from frontal zone over central/E areas heavy showers/TS developing across the south during the afternoon
2024-03-31_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-31_000000.npy,Fog/low cloud low cloud rain heavy showers/TS,"Fog/low cloud over E England at first today increasing low cloud for North Sea coasts of England and Scotland through Sunday and overnight isolated impacts from rain over SW Britain Sunday evening and from frontal zone over NE England during Monday Greater potential for LOC impacts from heavy showers/TS over parts of SW/S England, S Wales and S Mids during Monday afternoon"
2024-03-31_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-31_060000.npy,Fog/low cloud rain heavy showers/TS,"Fog/low cloud over E England spreading into some North Sea coastal areas further N today then becoming more extensive in the E tonight rain in parts of the S/SW this evening and over parts of E/NE England on Monday heavy showers/TS in post-frontal airmass S/SW England , S Wales and S Midlands Monday afternoon"
2024-03-31_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-31_120000.npy,Low cloud rain heavy showers,"Low cloud becoming more extensive in some North Sea coastal areas tonight Potential for isol surface water impacts from rain in parts of the S/SW this evening and over parts of E/NE England on Monday Localised surface water impacts possible from heavy showers/TS in post-frontal airmass S/SW England, S Wales and S Midlands Monday afternoon"
2024-03-31_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-31_180000.npy,Low cloud rain heavy showers,"Low cloud becoming more extensive in some North Sea coastal areas tonight Potential for isol surface water impacts from rain in parts of the S/SW this evening and over parts of E/NE England on Monday Localised surface water impacts possible from heavy showers/TS in post-frontal airmass S/SW England, S Wales and S Midlands Monday afternoon"
2024-04-01_000000,EIB2025/npy_files_2024_single_timesteps/2024-04-01_000000.npy,Low cloud rain heavy showers,"Low cloud now extensive across central and E England, as well as for North Sea coastal areas rain over parts of NE England and SE Scotland on Monday heavy showers/TS in post-frontal airmass S/SW England, S Wales and S Midlands Monday afternoon"
2024-04-01_060000,EIB2025/npy_files_2024_single_timesteps/2024-04-01_060000.npy,low cloud rain heavy showers,"Extensive low cloud across E/Central England and some North Sea coastal areas to begin with today Potential isol surface water impacts from rain over parts of NE England/SE Scotland today Localised surface water impacts possible from heavy showers/TS in post-frontal airmass S/SW England, S Wales and S Midlands this afternoon"
2024-04-01_120000,EIB2025/npy_files_2024_single_timesteps/2024-04-01_120000.npy,rain heavy showers/TS,"rain over parts of E Scotland tonight and Tuesday heavy showers/TS in post-frontal airmass S/SW England, S Wales and S Midlands this afternoon/early evening"
2024-04-01_180000,EIB2025/npy_files_2024_single_timesteps/2024-04-01_180000.npy,rain low cloud fog snowfall,rain over parts of E Scotland tonight/Tuesday low cloud on frontal systems fog between systems snowfall in upland N.Scotland midweek
2024-04-02_000000,EIB2025/npy_files_2024_single_timesteps/2024-04-02_000000.npy,rain low cloud fog,rain over parts of E Scotland tonight/Tuesday low cloud on frontal systems isol fog between systems e.g. this morning in central areas
2024-04-02_060000,EIB2025/npy_files_2024_single_timesteps/2024-04-02_060000.npy,rain low cloud fog,rain over parts of E Scotland on Tuesday low cloud on frontal systems isol fog between e.g. this mornings in central areas
2024-04-02_120000,EIB2025/npy_files_2024_single_timesteps/2024-04-02_120000.npy,Heavy rain temp contrast,"Heavy rain at times may cause some localised surface water issues Marked temp contrast between cold N, and warmer S"
2024-04-02_180000,EIB2025/npy_files_2024_single_timesteps/2024-04-02_180000.npy,Heavy rain temp contrast Snow wind warmth,"Heavy rain in places may cause isol surface water issues Marked temp contrast between cold N, and warmer S Snow in N on Friday wind in W at weekend Brief warmth in SE"
2024-04-03_000000,EIB2025/npy_files_2024_single_timesteps/2024-04-03_000000.npy,Heavy rain temp contrast Snow wind warmth,"Heavy rain in places may cause isol surface water issues Marked temp contrast between cold N, and warmer S Snow in N Scotland on Friday wind in W at weekend Brief warmth in SE may also warrant attention"
2024-04-03_060000,EIB2025/npy_files_2024_single_timesteps/2024-04-03_060000.npy,showers longer spells of rain Persistent rain heavy rain wet and windy weather snow strong winds,showers or longer spells of rain for all areas Persistent rain across NE England and SE Scotland today heavy rain tonight/early Thursday in the S/SE Spell of wet and windy weather on Thursday night moving N snow over hills N of the Central Belt strong winds affecting the far S W
2024-04-03_120000,EIB2025/npy_files_2024_single_timesteps/2024-04-03_120000.npy,showers longer spells of rain Persistent rain heavy rain wet and windy weather snow strong winds,showers or longer spells of rain for all areas Persistent rain across NE England and SE Scotland today heavy rain tonight/early Thursday in the S/SE Spell of wet and windy weather on Thursday night moving N snow over hills N of the Central Belt strong winds affecting the far S W
2024-04-03_180000,EIB2025/npy_files_2024_single_timesteps/2024-04-03_180000.npy,Persistent rain heavy rain wet and windy weather snow strong winds,Persistent rain across S/E Scotland and NE England slowly clearing overnight Further heavy rain affecting the S tonight with some localised impacts possible Spell of wet and windy weather moving N on Thursday night Snow over hills N of the Central Belt Strong winds affecting the far SW
2024-04-04_000000,EIB2025/npy_files_2024_single_timesteps/2024-04-04_000000.npy,Heavy showers/rain wet and windy weather snow strong winds,Heavy showers/rain affecting the S at first Spell of wet and windy weather moving N/E tonight/into Friday falling as snow over hills N of the Central Belt strong winds affecting the far SW
2024-04-04_060000,EIB2025/npy_files_2024_single_timesteps/2024-04-04_060000.npy,wet and windy weather snow strong winds rain,Spell of wet and windy weather moving N/E tonight/into Friday Snow over hills N of the Central Belt Strong winds affecting the far SW Yellow warnings for rain and snow to be issued for Scotland shortly
2024-04-04_120000,EIB2025/npy_files_2024_single_timesteps/2024-04-04_120000.npy,wet and windy weather heavy rain snow strong winds,Wet and windy weather moving NE tonight into Friday Heavy rain affecting western hills and Central Belt Snow over hills in central/N Scotland Strong winds following into Saturday
2024-04-04_180000,EIB2025/npy_files_2024_single_timesteps/2024-04-04_180000.npy,wet and windy weather heavy rain snow strong winds,Wet and windy weather moving NE tonight into Friday Heavy rain affecting western hills and Central Belt Snow over hills in central/N Scotland Strong winds following into Saturday
2024-04-05_000000,EIB2025/npy_files_2024_single_timesteps/2024-04-05_000000.npy,winds Hill snow rain,winds assw Storm Kathleen for W’ern areas tomorrow Hill snow across Scotland rain across Scotland
2024-04-05_060000,EIB2025/npy_files_2024_single_timesteps/2024-04-05_060000.npy,Rain/hill snow windy weather very warm,"Rain/hill snow in the N today fading windy weather on Saturday, especially in the W very warm Saturday in E/SE UK"
2024-04-05_120000,EIB2025/npy_files_2024_single_timesteps/2024-04-05_120000.npy,windy weather medium impact NSWWS wind warnings,windy weather on Saturday medium impact NSWWS wind warnings in force
2024-04-05_180000,EIB2025/npy_files_2024_single_timesteps/2024-04-05_180000.npy,windy weather very warm blustery showers coastal flooding,windy weather on Saturday very warm Saturday blustery showers for many areas on Sunday coastal flooding concerns in NW Scotland
2024-04-06_000000,EIB2025/npy_files_2024_single_timesteps/2024-04-06_000000.npy,windy weather very warm blustery showers,"windy weather today, especially in the W very warm in the E/SE blustery showers for many areas on Sunday"
2024-04-06_060000,EIB2025/npy_files_2024_single_timesteps/2024-04-06_060000.npy,windy weather very warm showers TS hail squally winds sunshine blustery showers,"windy weather today, especially in the W very warm in the E/SE showers moving into parts of England/Wales this evening/overnight TS moving into parts of England/Wales this evening/overnight hail moving into parts of England/Wales this evening/overnight squally winds moving into parts of England/Wales this evening/overnight sunshine for many areas on Sunday blustery showers for many areas on Sunday"
2024-04-06_120000,EIB2025/npy_files_2024_single_timesteps/2024-04-06_120000.npy,"highest max High winds heavy, squally showers blustery showers","20.9C in Santon Downham the highest max so far this year in the UK High winds from Storm Kathleen today Bands of heavy, squally showers moving NE’wards across parts of the UK this evening and across the Irish Sea into England/Wales during the early hours Sunday staying windy with blustery showers for many areas"
2024-04-06_180000,EIB2025/npy_files_2024_single_timesteps/2024-04-06_180000.npy,"highest temperature windy blustery showers heavy, squally showers","20.9C in Santon Downham the highest temperature so far this year in the UK Sunday staying windy blustery showers for many areas Bands of heavy, squally showers moving NE’wards across parts of the UK this evening"
2024-04-07_000000,EIB2025/npy_files_2024_single_timesteps/2024-04-07_000000.npy,highest temperature windy blustery showers wind heavy/thundery/squally showers convective hazards,20.9C at Santon Downham on Saturday - highest temperature so far this year in the UK Sunday staying windy blustery showers for many areas Low impact NSWWS wind warning in force for far NW Scotland Band of heavy/thundery/squally showers moving NE’wards across England/Wales at first risk of convective hazards
2024-04-07_120000,EIB2025/npy_files_2024_single_timesteps/2024-04-07_120000.npy,temperature wind blustery showers rain,20.9C at Santon Downham on Saturday - highest temperature so far this year in the UK Sunday staying windy blustery showers for many areas several wind/ rain warnings issued
